Rk_2022_2023,Player,Pos_2022_2023,Age_2022_2023,Tm_2022_2023,G_2022_2023,GS_2022_2023,MP_2022_2023,FG_2022_2023,FGA_2022_2023,FG%_2022_2023,3P_2022_2023,3PA_2022_2023,3P%_2022_2023,2P_2022_2023,2PA_2022_2023,2P%_2022_2023,eFG%_2022_2023,FT_2022_2023,FTA_2022_2023,FT%_2022_2023,ORB_2022_2023,DRB_2022_2023,TRB_2022_2023,AST_2022_2023,STL_2022_2023,BLK_2022_2023,TOV_2022_2023,PF_2022_2023,PTS_2022_2023,Rk_2021_2022,Pos_2021_2022,Tm_2021_2022,G_2021_2022,GS_2021_2022,MP_2021_2022,FG_2021_2022,FGA_2021_2022,FG%_2021_2022,3P_2021_2022,3PA_2021_2022,3P%_2021_2022,2P_2021_2022,2PA_2021_2022,2P%_2021_2022,eFG%_2021_2022,FT_2021_2022,FTA_2021_2022,FT%_2021_2022,ORB_2021_2022,DRB_2021_2022,TRB_2021_2022,AST_2021_2022,STL_2021_2022,BLK_2021_2022,TOV_2021_2022,PF_2021_2022,PTS_2021_2022,2023-2024 Predicted Points
36.0,Malik Beasley,SG,26.0,TOT,81.0,27.0,25.8,4.6,11.6,0.395,2.9,8.1,0.357,1.7,3.4,0.484,0.52,0.6,0.8,0.769,0.4,3.1,3.5,1.5,0.8,0.1,1.1,1.3,12.7,42.0,SG,MIN,79.0,18.0,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,26.52427126586234
36.0,Malik Beasley,SG,26.0,UTA,55.0,13.0,26.8,4.8,12.2,0.396,3.1,8.6,0.359,1.7,3.6,0.485,0.522,0.7,0.8,0.841,0.5,3.1,3.6,1.7,0.8,0.1,1.1,1.4,13.4,42.0,SG,MIN,79.0,18.0,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,5.472902506639167
36.0,Malik Beasley,SG,26.0,LAL,26.0,14.0,23.9,4.0,10.3,0.392,2.5,7.2,0.353,1.5,3.1,0.481,0.515,0.5,0.8,0.619,0.3,3.0,3.3,1.2,0.8,0.0,1.2,1.2,11.1,42.0,SG,MIN,79.0,18.0,25.0,4.2,10.8,0.391,3.0,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,1.4023531986681552
38.0,D?vis Bert?ns,PF,30.0,DAL,45.0,1.0,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1.0,1.2,0.5,0.2,0.2,0.2,1.2,4.6,45.0,PF,TOT,56.0,0.0,14.4,1.8,4.9,0.36,1.4,4.1,0.335,0.4,0.8,0.489,0.5,0.6,0.7,0.9,0.2,1.9,2.1,0.6,0.3,0.2,0.3,1.5,5.6,2.8749314805401904
38.0,D?vis Bert?ns,PF,30.0,DAL,45.0,1.0,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1.0,1.2,0.5,0.2,0.2,0.2,1.2,4.6,45.0,PF,WAS,34.0,0.0,14.7,1.8,5.0,0.351,1.4,4.2,0.319,0.4,0.8,0.519,0.485,0.8,0.9,0.933,0.2,1.6,1.8,0.5,0.3,0.2,0.4,1.6,5.7,20.991945085324026
38.0,D?vis Bert?ns,PF,30.0,DAL,45.0,1.0,10.9,1.5,3.6,0.431,1.2,3.1,0.39,0.3,0.4,0.737,0.603,0.3,0.3,0.867,0.2,1.0,1.2,0.5,0.2,0.2,0.2,1.2,4.6,45.0,PF,DAL,22.0,0.0,13.9,1.8,4.7,0.375,1.4,3.9,0.36,0.4,0.8,0.444,0.524,0.4,0.5,0.8,0.3,2.3,2.5,0.7,0.3,0.3,0.2,1.4,5.3,4.889060053125893
39.0,Patrick Beverley,PG,34.0,TOT,67.0,67.0,27.1,2.1,5.4,0.4,1.2,3.6,0.335,1.0,1.8,0.529,0.511,0.7,1.0,0.723,0.7,3.0,3.7,2.9,0.9,0.6,0.9,2.8,6.2,46.0,PG,MIN,58.0,54.0,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,14.96123289839198
39.0,Patrick Beverley,PG,34.0,LAL,45.0,45.0,26.9,2.2,5.4,0.402,1.2,3.5,0.348,0.9,1.8,0.506,0.517,0.9,1.1,0.78,0.5,2.6,3.1,2.6,0.9,0.6,0.9,2.8,6.4,46.0,PG,MIN,58.0,54.0,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,2.561409329022284
39.0,Patrick Beverley,PG,34.0,CHI,22.0,22.0,27.5,2.1,5.4,0.395,1.1,3.7,0.309,1.0,1.7,0.579,0.5,0.4,0.7,0.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,46.0,PG,MIN,58.0,54.0,25.4,3.1,7.5,0.406,1.4,4.2,0.343,1.6,3.3,0.485,0.501,1.7,2.3,0.722,1.1,3.1,4.1,4.6,1.2,0.9,1.3,3.0,9.2,9.083497467302376
40.0,Saddiq Bey,SF,23.0,TOT,77.0,37.0,27.6,4.6,10.9,0.422,2.0,5.4,0.361,2.6,5.4,0.483,0.513,2.7,3.1,0.861,1.3,3.4,4.7,1.5,0.9,0.2,0.9,1.6,13.8,47.0,SF,DET,82.0,82.0,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,4.871456334639774
40.0,Saddiq Bey,SF,23.0,DET,52.0,30.0,28.8,4.7,11.7,0.404,1.9,5.6,0.345,2.8,6.0,0.46,0.488,3.5,4.0,0.861,1.1,3.5,4.7,1.6,1.0,0.2,1.0,1.7,14.8,47.0,SF,DET,82.0,82.0,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,9.726678380298592
40.0,Saddiq Bey,SF,23.0,ATL,25.0,7.0,25.2,4.3,9.2,0.47,2.0,5.0,0.4,2.3,4.2,0.552,0.578,1.0,1.2,0.862,1.6,3.2,4.8,1.4,0.8,0.0,0.7,1.5,11.6,47.0,SF,DET,82.0,82.0,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,6.366030792176788
41.0,Khem Birch,C,30.0,TOR,20.0,0.0,8.1,1.0,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,48.0,C,TOR,55.0,28.0,18.0,1.8,3.6,0.485,0.0,0.3,0.0,1.8,3.4,0.522,0.485,1.0,1.3,0.746,2.2,2.1,4.3,1.0,0.5,0.5,0.5,1.9,4.5,2.3750562519393954
42.0,Goga Bitadze,C,23.0,TOT,38.0,1.0,12.0,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2.0,3.6,1.0,0.4,0.7,0.6,1.7,4.4,49.0,C,IND,50.0,16.0,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,2.8920301513494113
42.0,Goga Bitadze,C,23.0,IND,21.0,0.0,9.6,1.3,2.5,0.519,0.2,0.7,0.286,1.1,1.8,0.605,0.558,0.5,1.1,0.458,1.2,1.1,2.3,0.9,0.4,0.5,0.6,1.6,3.3,49.0,C,IND,50.0,16.0,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,4.830564024953797
42.0,Goga Bitadze,C,23.0,ORL,17.0,1.0,15.0,2.5,4.3,0.575,0.1,0.7,0.167,2.4,3.6,0.656,0.589,0.7,1.1,0.667,2.1,3.1,5.2,1.2,0.4,0.9,0.6,1.8,5.8,49.0,C,IND,50.0,16.0,14.6,2.6,5.0,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2.0,3.5,1.1,0.4,0.8,0.9,2.1,7.0,2.6405037355459555
43.0,Bismack Biyombo,C,30.0,PHO,61.0,14.0,14.3,2.0,3.4,0.578,0.0,0.0,0.0,2.0,3.4,0.578,0.578,0.4,1.1,0.357,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,50.0,C,PHO,36.0,3.0,14.1,2.4,4.0,0.593,0.0,0.0,0.0,2.4,4.0,0.593,0.593,1.1,2.0,0.535,1.8,2.9,4.6,0.6,0.3,0.7,0.7,1.9,5.8,19.985951766351405
45.0,Bogdan Bogdanovi?,SG,30.0,ATL,54.0,9.0,27.9,5.1,11.3,0.447,2.7,6.7,0.406,2.4,4.6,0.506,0.566,1.2,1.4,0.831,0.4,2.6,3.1,2.8,0.8,0.3,1.2,1.6,14.0,54.0,SG,ATL,63.0,27.0,29.3,5.4,12.6,0.431,2.7,7.3,0.368,2.7,5.3,0.516,0.537,1.5,1.8,0.843,0.5,3.5,4.0,3.1,1.1,0.2,1.1,2.1,15.1,24.437177844645902
46.0,Bojan Bogdanovi?,PF,33.0,DET,59.0,59.0,32.1,7.3,14.9,0.488,2.5,6.0,0.411,4.8,9.0,0.539,0.57,4.5,5.1,0.884,0.6,3.2,3.8,2.6,0.6,0.1,2.3,1.9,21.6,55.0,PF,UTA,69.0,69.0,30.9,6.1,13.4,0.455,2.6,6.8,0.387,3.5,6.7,0.524,0.552,3.2,3.8,0.858,0.8,3.4,4.3,1.7,0.5,0.0,1.7,1.7,18.1,10.818849305505987
47.0,Bol Bol,PF,23.0,ORL,70.0,33.0,21.5,3.7,6.8,0.546,0.4,1.6,0.265,3.3,5.2,0.633,0.577,1.2,1.5,0.759,1.0,4.8,5.8,1.0,0.4,1.2,1.6,1.3,9.1,56.0,PF,DEN,14.0,0.0,5.8,1.1,1.9,0.556,0.1,0.3,0.25,1.0,1.6,0.609,0.574,0.1,0.4,0.4,0.3,1.1,1.4,0.4,0.1,0.1,0.3,0.3,2.4,3.6960127419380906
48.0,Leandro Bolmaro,SG,22.0,UTA,14.0,0.0,4.9,0.2,1.4,0.15,0.0,0.3,0.0,0.2,1.1,0.188,0.15,0.0,0.0,0.0,0.3,0.2,0.5,0.5,0.2,0.1,0.5,0.7,0.4,57.0,SF,MIN,35.0,2.0,6.9,0.5,1.5,0.315,0.1,0.5,0.278,0.3,1.0,0.333,0.361,0.3,0.4,0.846,0.5,0.8,1.2,0.6,0.2,0.0,0.4,0.7,1.4,20.726098986273385
49.0,Devin Booker,SG,26.0,PHO,53.0,53.0,34.6,9.9,20.1,0.494,2.1,6.0,0.351,7.8,14.2,0.554,0.546,5.8,6.8,0.855,0.9,3.7,4.5,5.5,1.0,0.3,2.7,3.0,27.8,59.0,SG,PHO,68.0,68.0,34.5,9.7,20.9,0.466,2.7,7.0,0.383,7.0,13.9,0.508,0.53,4.6,5.3,0.868,0.7,4.4,5.0,4.8,1.1,0.4,2.4,2.6,26.8,11.213718188307347
50.0,Brandon Boston Jr.,SG,21.0,LAC,22.0,1.0,11.3,2.3,5.5,0.418,0.5,1.3,0.414,1.8,4.2,0.419,0.467,1.3,1.7,0.763,0.3,1.0,1.4,0.9,0.4,0.0,0.5,1.0,6.5,60.0,SG,LAC,51.0,0.0,14.9,2.5,6.4,0.385,0.7,2.2,0.306,1.8,4.2,0.425,0.437,1.2,1.4,0.819,0.3,1.8,2.2,1.0,0.5,0.3,0.6,0.8,6.7,5.196411007233529
51.0,Chris Boucher,PF,30.0,TOR,76.0,0.0,20.0,3.4,7.0,0.493,0.8,2.5,0.328,2.6,4.5,0.585,0.552,1.7,2.2,0.762,2.1,3.5,5.5,0.4,0.6,0.8,0.5,1.9,9.4,61.0,PF,TOR,80.0,9.0,21.1,3.4,7.2,0.464,0.9,2.9,0.297,2.5,4.4,0.575,0.523,1.9,2.4,0.777,2.2,3.9,6.2,0.3,0.6,0.9,0.5,2.2,9.4,6.388082198935572
52.0,James Bouknight,SG,22.0,CHO,34.0,0.0,15.1,2.0,5.7,0.358,1.0,3.2,0.303,1.1,2.5,0.429,0.443,0.6,0.9,0.667,0.2,1.9,2.1,1.2,0.4,0.1,0.9,1.4,5.6,62.0,SG,CHO,31.0,0.0,9.8,1.6,4.5,0.348,0.5,1.6,0.347,1.0,3.0,0.348,0.408,0.9,1.0,0.871,0.7,1.0,1.7,0.8,0.2,0.0,0.5,0.9,4.6,7.883771741071009
54.0,Tony Bradley,C,25.0,CHI,12.0,0.0,2.8,0.5,1.0,0.5,0.3,0.4,0.6,0.3,0.6,0.429,0.625,0.3,0.3,1.0,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,64.0,C,CHI,55.0,7.0,10.0,1.3,2.2,0.585,0.0,0.0,0.0,1.3,2.2,0.585,0.585,0.3,0.5,0.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,0.26616947144614406
58.0,Mikal Bridges,SF,26.0,TOT,83.0,83.0,35.7,7.1,15.3,0.468,2.0,5.3,0.382,5.1,9.9,0.514,0.535,3.8,4.3,0.895,1.0,3.4,4.4,3.3,1.1,0.7,1.5,1.9,20.1,66.0,SF,PHO,82.0,82.0,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,4.396490359209672
58.0,Mikal Bridges,SF,26.0,PHO,56.0,56.0,36.4,6.3,13.6,0.463,1.8,4.7,0.387,4.5,9.0,0.503,0.529,2.8,3.1,0.897,1.0,3.3,4.3,3.6,1.2,0.8,1.4,2.1,17.2,66.0,SF,PHO,82.0,82.0,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,5.480009876476986
58.0,Mikal Bridges,SF,26.0,BRK,27.0,27.0,34.2,8.9,18.6,0.475,2.5,6.7,0.376,6.3,11.9,0.531,0.543,5.9,6.6,0.894,0.9,3.6,4.5,2.7,1.0,0.6,1.8,1.6,26.1,66.0,SF,PHO,82.0,82.0,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,8.105632906650461
59.0,Oshae Brissett,SF,24.0,IND,65.0,2.0,16.7,1.9,4.9,0.386,0.7,2.4,0.31,1.2,2.5,0.457,0.461,1.6,2.2,0.717,1.0,2.4,3.4,0.7,0.5,0.2,0.5,1.2,6.1,68.0,SF,IND,67.0,25.0,23.3,3.1,7.6,0.411,1.2,3.5,0.35,1.9,4.0,0.465,0.493,1.7,2.4,0.695,1.6,3.7,5.3,1.1,0.7,0.4,0.8,1.7,9.1,11.126294722816567
60.0,Malcolm Brogdon,PG,30.0,BOS,67.0,0.0,26.0,5.3,10.9,0.484,2.0,4.4,0.444,3.3,6.5,0.51,0.574,2.4,2.7,0.87,0.6,3.6,4.2,3.7,0.7,0.3,1.5,1.6,14.9,69.0,PG,IND,36.0,36.0,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4.0,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2.0,19.1,5.78258621621425
61.0,Dillon Brooks,SF,27.0,MEM,73.0,73.0,30.3,5.4,13.6,0.396,2.0,6.0,0.326,3.4,7.6,0.451,0.468,1.6,2.1,0.779,0.6,2.7,3.3,2.6,0.9,0.2,1.4,3.3,14.3,71.0,SF,MEM,32.0,31.0,27.7,7.1,16.4,0.432,1.4,4.7,0.309,5.7,11.8,0.48,0.475,2.8,3.3,0.849,0.9,2.3,3.2,2.8,1.1,0.3,1.6,3.3,18.4,3.417072908586677
62.0,Bruce Brown,SG,26.0,DEN,80.0,31.0,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,72.0,SF,BRK,72.0,45.0,24.6,3.6,7.0,0.506,0.5,1.3,0.404,3.0,5.7,0.529,0.543,1.3,1.8,0.758,1.4,3.4,4.8,2.1,1.1,0.7,0.8,2.4,9.0,8.087874868263139
63.0,Greg Brown III,PF,21.0,POR,16.0,0.0,5.8,0.7,1.8,0.393,0.1,0.4,0.143,0.6,1.3,0.476,0.411,0.3,0.8,0.417,0.1,1.1,1.2,0.2,0.3,0.3,0.4,0.8,1.8,75.0,SF,POR,48.0,6.0,13.3,1.7,4.0,0.426,0.4,1.3,0.311,1.3,2.7,0.481,0.476,0.9,1.4,0.677,0.8,2.0,2.8,0.7,0.5,0.5,0.8,1.9,4.7,4.009924984104924
64.0,Jaylen Brown,SF,26.0,BOS,67.0,67.0,35.9,10.1,20.6,0.491,2.4,7.3,0.335,7.7,13.4,0.576,0.55,3.9,5.1,0.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.6,76.0,SF,BOS,66.0,66.0,33.6,8.7,18.4,0.473,2.5,7.0,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,6.891934416367581
66.0,Moses Brown,C,23.0,TOT,36.0,1.0,8.2,1.7,2.7,0.635,0.0,0.0,0.0,1.7,2.7,0.635,0.635,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,77.0,C,TOT,40.0,6.0,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,0.0
66.0,Moses Brown,C,23.0,TOT,36.0,1.0,8.2,1.7,2.7,0.635,0.0,0.0,0.0,1.7,2.7,0.635,0.635,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,77.0,C,DAL,26.0,1.0,6.5,1.0,1.9,0.54,0.0,0.0,0.0,1.0,1.9,0.54,0.54,1.0,1.7,0.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1,6.9198795889625755
66.0,Moses Brown,C,23.0,TOT,36.0,1.0,8.2,1.7,2.7,0.635,0.0,0.0,0.0,1.7,2.7,0.635,0.635,0.9,2.0,0.458,1.6,2.3,3.9,0.1,0.1,0.4,0.4,1.1,4.3,77.0,C,CLE,14.0,5.0,12.6,2.6,4.1,0.638,0.0,0.0,0.0,2.6,4.1,0.638,0.638,1.1,2.1,0.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4,4.330811796437239
66.0,Moses Brown,C,23.0,LAC,34.0,1.0,8.5,1.8,2.8,0.635,0.0,0.0,0.0,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,77.0,C,TOT,40.0,6.0,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,19.121357014548344
66.0,Moses Brown,C,23.0,LAC,34.0,1.0,8.5,1.8,2.8,0.635,0.0,0.0,0.0,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,77.0,C,DAL,26.0,1.0,6.5,1.0,1.9,0.54,0.0,0.0,0.0,1.0,1.9,0.54,0.54,1.0,1.7,0.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1,7.889426714048211
66.0,Moses Brown,C,23.0,LAC,34.0,1.0,8.5,1.8,2.8,0.635,0.0,0.0,0.0,1.8,2.8,0.635,0.635,1.0,2.1,0.458,1.7,2.4,4.1,0.1,0.1,0.4,0.4,1.1,4.6,77.0,C,CLE,14.0,5.0,12.6,2.6,4.1,0.638,0.0,0.0,0.0,2.6,4.1,0.638,0.638,1.1,2.1,0.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4,2.321514828865135
66.0,Moses Brown,C,23.0,BRK,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,77.0,C,TOT,40.0,6.0,8.6,1.6,2.7,0.593,0.0,0.0,0.0,1.6,2.7,0.593,0.593,1.1,1.8,0.597,1.0,2.4,3.4,0.0,0.2,0.4,0.5,1.3,4.3,4.012485853195521
66.0,Moses Brown,C,23.0,BRK,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,77.0,C,DAL,26.0,1.0,6.5,1.0,1.9,0.54,0.0,0.0,0.0,1.0,1.9,0.54,0.54,1.0,1.7,0.628,0.6,1.7,2.3,0.0,0.1,0.3,0.5,1.1,3.1,17.29877361956183
66.0,Moses Brown,C,23.0,BRK,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,77.0,C,CLE,14.0,5.0,12.6,2.6,4.1,0.638,0.0,0.0,0.0,2.6,4.1,0.638,0.638,1.1,2.1,0.552,1.6,3.6,5.3,0.0,0.3,0.5,0.4,1.8,6.4,20.012773117708136
67.0,Sterling Brown,SG,27.0,LAL,4.0,0.0,6.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,78.0,SG,DAL,49.0,3.0,12.8,1.2,3.2,0.381,0.6,1.9,0.304,0.6,1.3,0.492,0.471,0.3,0.3,0.933,0.5,2.5,3.0,0.7,0.3,0.1,0.5,1.1,3.3,16.491106620258307
68.0,Troy Brown Jr.,SF,23.0,LAL,76.0,45.0,24.5,2.6,6.1,0.43,1.4,3.7,0.381,1.2,2.4,0.505,0.545,0.4,0.5,0.872,0.8,3.2,4.1,1.3,0.8,0.2,0.6,1.6,7.1,79.0,SF,CHI,66.0,7.0,16.0,1.6,3.9,0.419,0.7,2.0,0.353,0.9,1.9,0.488,0.51,0.3,0.4,0.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,9.066294292188594
69.0,Jalen Brunson,PG,26.0,NYK,68.0,68.0,35.0,8.6,17.6,0.491,2.0,4.7,0.416,6.7,12.8,0.519,0.547,4.8,5.8,0.829,0.6,3.0,3.5,6.2,0.9,0.2,2.1,2.2,24.0,80.0,PG,DAL,79.0,61.0,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0.0,1.6,1.9,16.3,7.069141056775373
70.0,Thomas Bryant,C,25.0,TOT,59.0,26.0,18.3,3.9,6.3,0.623,0.4,1.0,0.441,3.5,5.3,0.658,0.659,1.6,2.1,0.738,1.5,4.3,5.7,0.5,0.3,0.5,0.6,1.7,9.8,81.0,C,WAS,27.0,9.0,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,29.616794967236274
70.0,Thomas Bryant,C,25.0,LAL,41.0,25.0,21.4,4.8,7.3,0.654,0.5,1.2,0.44,4.3,6.1,0.697,0.691,2.0,2.6,0.741,1.6,5.2,6.8,0.7,0.3,0.6,0.7,1.9,12.1,81.0,C,WAS,27.0,9.0,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,14.60471430860083
70.0,Thomas Bryant,C,25.0,DEN,18.0,1.0,11.4,1.8,3.8,0.485,0.2,0.5,0.444,1.6,3.3,0.492,0.515,0.7,1.0,0.722,1.1,2.3,3.3,0.1,0.1,0.4,0.6,1.4,4.6,81.0,C,WAS,27.0,9.0,16.3,2.9,5.5,0.52,0.4,1.6,0.286,2.4,3.9,0.613,0.561,1.3,1.5,0.875,1.0,3.0,4.0,0.9,0.2,0.8,0.7,1.6,7.4,13.116274142071676
71.0,Reggie Bullock,SF,31.0,DAL,78.0,55.0,30.3,2.5,6.0,0.409,1.9,5.1,0.38,0.5,0.9,0.562,0.569,0.3,0.5,0.703,0.4,3.2,3.6,1.4,0.7,0.2,0.5,2.1,7.2,83.0,SF,DAL,68.0,37.0,28.0,3.0,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,4.654175769615351
72.0,Alec Burks,SG,31.0,DET,51.0,8.0,22.0,3.9,9.0,0.436,1.9,4.7,0.414,2.0,4.3,0.459,0.544,3.0,3.7,0.814,0.4,2.7,3.1,2.2,0.7,0.2,1.1,1.9,12.8,85.0,SG,NYK,81.0,44.0,28.6,3.5,9.0,0.391,1.9,4.8,0.404,1.6,4.2,0.378,0.499,2.7,3.3,0.822,0.6,4.3,4.9,3.0,1.0,0.3,1.1,2.7,11.7,3.9620081137283254
74.0,Jared Butler,SG,22.0,OKC,6.0,1.0,12.8,2.5,5.3,0.469,1.2,2.3,0.5,1.3,3.0,0.444,0.578,0.0,0.0,0.0,0.2,0.5,0.7,1.3,0.8,0.0,0.8,0.8,6.2,86.0,SG,UTA,42.0,1.0,8.6,1.5,3.6,0.404,0.7,2.1,0.318,0.8,1.5,0.524,0.497,0.3,0.4,0.688,0.1,1.0,1.1,1.5,0.4,0.2,0.8,1.1,3.8,2.5211996404250274
75.0,Jimmy Butler,SF,33.0,MIA,64.0,64.0,33.4,7.5,13.9,0.539,0.6,1.6,0.35,6.9,12.3,0.564,0.56,7.4,8.7,0.85,2.2,3.7,5.9,5.3,1.8,0.3,1.6,1.3,22.9,87.0,SF,MIA,57.0,57.0,33.9,7.0,14.5,0.48,0.5,2.0,0.233,6.5,12.5,0.52,0.496,6.9,8.0,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,11.857763158314336
78.0,Kentavious Caldwell-Pope,SG,29.0,DEN,76.0,76.0,31.3,3.8,8.3,0.462,1.8,4.2,0.423,2.1,4.1,0.502,0.569,1.4,1.6,0.824,0.5,2.3,2.7,2.4,1.5,0.5,1.1,1.9,10.8,89.0,SG,WAS,77.0,77.0,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2.0,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,11.527295482187395
